编号,网站名称,首页网址,列表页,注册资本,省份,市,区,主体,描述页,状态,设置完成,是否需手工添加,备注,利息管理费,利息管理费时段,利息管理费是否分段,电话,办公所在省,办公所在市,办公所在区,办公地址,注册地址,上线时间,倒闭时间,倒闭原因,更新频率,信用代码,房屋编码
7444,明乐贷,http://www.mingledai.com/,,1000,广东省,深圳市,前海,深圳前海明乐互联网金融服务有限公司,,正常?,否?,否?,之前运营地址：云南省昆明市滇池路南亚风情第一城写字楼C座2-1510?,,,,4006464535?,广东?,深圳?,前海?,深圳市前海深港合作区临海大道59号海运中心主塔楼10楼1003??,深圳市前海深港合作区临海大道59号海运中心主塔楼10楼1003?,2015-06-29?,,,1小时?,91440300335174248K?,44030500200617000040003?
7445,富贵渔理财,http://www.fg-y.com/,,21800,上海市,上海市,,上海敏禹互联网金融信息服务有限公司,,正常?,否?,否?,2017-10-25 试运营在4月5日 浙江省玉环县芦浦经济开发区阀门城B1-309 浙江省玉环县广陵路142号?,,,,0576-81716666?,,,,浙江省玉环县芦浦经济开发区阀门城B1-309?,上海市奉贤区新四平公路468弄9幢1层15室?,2016-06-07?,,,1小时?,,
7446,金盛永利,https://www.23jsyl.com,,1000,广东省,佛山市,,广东海隅网络科技有限公司,,正常?,否?,否?,,,,,400-996-9280?,,,,广东省佛山市南海区桂城东平路20号金百福都市广场B栋4楼?,佛山市南海区桂城街道东平路20号金百福都市广场B栋4楼402室?,2015-07-16?,,,1小时?,91440605092370788U?,
7447,盛世典当,http://www.238w.com,,5000,福建省,厦门市,,厦门盛世茶都典当有限公司,,问题平台?,否?,否?,,,,,0592-3271926转分机800?,,,,安化县城南区盛世茶都集团商务楼1楼?,中国(福建)自由贸易试验区厦门片区建港路29号海沧国际物流大厦?,2017-05-19?,2017-07-03?,疑似骗子平台金融桥新马甲?,1小时?,,
7448,金衢桥,https://www.jinquqiao.com/,,1000,辽宁省,沈阳市,,辽宁懋隆互联网科技服务有限公司,,正常?,否?,否?,,,,,400-024-9159?,,,,辽宁·沈阳·铁西区·花海路36号服务业大厦7楼?,辽宁省沈阳经济技术开发区花海路36-3号711、712室?,2017-04-05?,,,1小时?,,
7449,人人融通,http://www.renrenrongtong.com/,,5000,浙江省,温州市,,浙江春平投资有限公司,,问题平台?,否?,否?,2017/9/21 平台暂停运营公告?,,,,400-605-7737?,,,,浙江省温州市永嘉县瓯北街道罗浮大街北段13幢?,浙江省温州市永嘉县瓯北街道罗浮大街北段13幢8-11号?,2017-07-13?,2017-09-21?,暂停运营?,1小时?,,
7450,酷有财,http://www.kuyoucai.com/,,1000,上海市,上海市,,上海帑库资产管理有限公司,,问题平台?,否?,否?,,,,,400-025-5568?,,,,上海市宝山区淞桥东路111号联合滨江大厦1915室?,上海市宝山区淞桥东路111号19楼1915、1916、1917室?,2017-06-23?,,,1小时?,,
7451,小象金融,http://www.xxjrchina.com,,8000,上海市,上海市,,上海瀛圣金融信息服务有限公司,,预警平台?,否?,否?,平台出现严重的兑付问题。公司将全面通过清理整顿等多种方式，采取各种途径全力追讨借款。公司承诺将在九个月之内(2018年6月底之前)逐步还清全部投资款的本息。?,,,,400-616-1266?,,,,上海市松江区荣乐东路2369弄712室?,上海市崇明区庙镇窑桥村社南756号1幢8218室（上海庙镇经济开发区）?,2017-07-11?,2017-09-28?,兑付问题停业清理整顿?,1小时?,,
7452,虚拟贷,http://www.xndai.net,,1000,广东省,珠海市,,珠海市乐杰实业有限公司,,问题平台?,否?,否?,2017-07-20 原主体：珠海市乐杰投资策划有限公司?,,,,0756-5500000?,,,,广东珠海香洲区拱北迎宾南路御花园坤宁阁602?,珠海市斗门区井岸镇美澳园三区27栋303房?,2013-10-12?,2016-04-08?,网站打不开?,1小时?,,
7453,众融贷,http://www.zrdai.com.cn,,10000,广东省,深圳市,福田区,深圳众融六合金融控股有限公司,,正常?,否?,否?,原网址http://www.olzr.com.cn?,,,,400-996-3066?,广东?,深圳?,福田区?,深圳市福田区车公庙NEO大厦B栋28层G单元?,深圳市福田区车公庙NEO大厦B栋28层G单元?,2016-06-06?,,,1小时?,9144030007802335XK?,
7454,网贷城,http://www.wdc66.cn/,,6600,福建省,厦门市,,翼融投资管理(厦门)管理有限公司,,正常?,否?,否?,,,,,400-999-2870?,,,,福建省厦门市湖里区泗水道金绿广场3楼?,厦门市湖里区嘉禾路390号206室?,2014-04-10?,,,1小时?,,
7455,信禾诚,http://zjkxhc.com:820/,,3000,河北省,张家口市,,张家口信禾诚网络科技有限公司,,问题平台?,否?,否?,,,,,400-888-0313?,,,,河北省张家口市桥东区胜利北路A9（好望角）?,张家口市桥东区胜利北路8号察哈尔世纪广场南区1层A09?,2015-10-14?,,,1小时?,,
7456,珊瑚树金融,http://www.shanhushu.com/,,2000,河北省,廊坊市,,三河市红珊瑚网络科技有限公司,,正常?,否?,否?,,,,,400-066-6776?,,,,河北省三河市燕郊开发区火车站路口东北角雅美科技园201室?,河北省廊坊市三河市燕郊镇小胡庄村?,2016-12-21?,,,1小时?,,
7457,昌久财富,http://www.changjiucf.com/,,6000,浙江省,台州市,,浙江昌久投资管理有限公司,,问题平台?,否?,否?,2017-07-27 商户通 替换为 昌久财富 原因：商户通和网信理财一样的标 2017-11-16 网站打不开，疑似跑路 https://news.?,,,,400-886-1001?,,,,浙江省台州市仙居县南峰街道世纪华都525室?,浙江省台州市仙居县南峰街道世纪华都525室、526室、527室、528室?,2017-07-20?,,,1小时?,,
7458,广商互融,https://www.gs-hurong.com/,,5000,广东省,汕头市,,汕头市广商互联金融服务股份有限公司,,正常?,否?,否?,地址：汕头保税区内C06地块办公楼301号房 　　　汕头市龙湖区黄山路荣兴广场22楼 　　　汕头市澄海区益民路金融大厦8楼?,,,,400-931-0379?,,,,汕头保税区内C06地块办公楼301号房?,汕头保税区内C06地块办公楼301号房?,2015-03-11?,,,1小时?,91440500324891081L?,
7459,信融天下,http://www.xrtxw.com/,,5000,广东省,湛江市,,广东信融天下网络信息科技有限公司,,正常?,否?,否?,,,,,400-160-2088?,,,,东省湛江市人民大道南18号华侨大厦513?,湛江市霞山区人民大道南18号华侨大厦513房?,2015-02-26?,,,1小时?,91440800315059787Q?,
7460,同创贷,http://www.p2ptc.com/,,20000,云南省,昆明市,,昆明同创企业管理股份有限公司,,问题平台?,否?,否?,2018-07-16 网站打不开?,,,,400-851-5757?,,,,,云南省昆明市经济技术开发区 昆明经开区出口加工区第三城映象欣城A5幢27层A5-3005室?,2015-02-06?,,,1小时?,,
7461,双赢地带,http://www.2wzone.com/,,1000,四川省,成都市,,成都众智联汇科技有限公司,,正常?,否?,否?,,,,,400-8399-958?,,,,成都市青羊区顺城大街269号富力中心919室?,成都市青羊区顺城大街269号富力中心6楼19号?,2015-01-19?,,,1小时?,,
7462,易七,https://www.yiqiyiqi.cn/,,2000,河南省,郑州市,,河南易七金融服务有限公司,,正常?,否?,否?,,,,,400-681-1717?,,,,河南省郑州市 · 商都路中兴南路· 建正东方中心C座13层?,郑州市郑东新区商都路北站南路西2号楼1单元13层1306号?,2016-01-29?,,,1小时?,,
7463,昌玖财富,http://www.ntc9.com/,,100,江苏省,南通市,,南通昌玖投资管理有限公司,,问题平台?,否?,否?,,,,,13906297332?,,,,,南通市崇川区跃龙南路28号北楼303室?,2014-12-29?,,,1小时?,,
7464,小滨金融,http://www.91suqian.com/,,10000,浙江省,杭州市,余杭区,杭州小滨科技有限公司,,问题平台?,否?,否?,2018-11-15 今宏孚（杭州）金融信息服务有限公司平台，上线时间2018年9月5日，结束时间2018年10月25日，在此期间，我司仅作测试上标运营，未?,,,,400-003-6006?,浙江?,杭州?,拱墅区?,浙江杭州市拱墅区莫干山路972号北软泰嘉园L座6层?,浙江省杭州市余杭区仓前街道龙潭路16号2幢4层401室?,2017-07-12?,,,1小时?,91330110MA28R6204H?,
7465,企云创投,http://www.qiyunpuhui.com/,,10000,山东省,济南市,,山东企云创业投资管理有限公司,,问题平台?,否?,否?,网站打不开 2018-03-06?,,,,0539-7371181?,,,,山东省临沂市沂南县电子商务公共服务中心?,山东省临沂市沂南县汉街南段（汉街与澳柯玛大道交汇处南200米路西?,2017-05-23?,,,1小时?,,
7466,众利金网贷,http://www.zhonglj.com/,,3000,上海市,上海市,,上海众利金金融信息服务有限公司,,正常?,否?,否?,,,,,400-080-2529?,,,,上海市长宁区长宁路888弄7号楼1602 ?,上海市虹口区长阳路235号七层7678室?,2014-12-17?,,,1小时?,,
7467,京麟资本,http://www.jlzcbj.com/,,5000,北京市,北京市,,北京京麟资产管理有限公司,,正常?,否?,否?,,,,,010-60262174?,,,,北京通州区新华大街京杭府写字楼6层?,北京市通州区怡乐北街商4第一层?,2017-01-03?,,,1小时?,,
7468,资产加,https://www.51zichanjia.com/,,3000,上海市,上海市,,上海锐私信息科技有限公司,,正常?,否?,否?,,,,,021-63335959?,,,,上海市黄浦区打浦路15号长城金融大厦36楼?,上海市金山工业区亭卫公路6558号9幢5520室?,2016-02-02?,,,1小时?,,
7469,上海随心贷,http://www.qingsodai.com/,,1000,上海市,上海市,,上海速八数据科技有限公司,,问题平台?,否?,否?,,,,,0591-88138230?,,,,福建福州鼓楼区杨桥路19号尚林苑北802 ?,上海市黄浦区鲁班路615号401、402室?,2017-05-29?,,,1小时?,,
7470,融聚通,http://www.rongjutong.com/,,2000,山东省,烟台市,,山东渤聚通云计算有限公司,,问题平台?,否?,否?,,,,,400-157-9095?,,,,,山东省烟台市开发区长江路300号?,2014-01-02?,,,1小时?,,
7471,益万家e金融,http://www.ewanjia.com.cn/,,1000,广西省,南宁市,,广西益万家互联网金融服务有限公司,,正常?,否?,否?,,,,,400-998-0062?,,,,南宁市青秀区民族大道136-5号华润中心南写字楼C座35层?,南宁市青秀区民族大道136-5号南宁市华润中心南写字楼3506号房3506-1室?,2014-11-12?,,,1小时?,,
7472,前龙汇,http://www.qlh168.com/,,1000,江苏省,泰州市,,泰兴市前龙电子商务有限公司,,问题平台?,否?,否?,,,,,0523-87450888?,,,,江苏省泰兴市碧云广场?,泰兴市碧云商业广场9幢1072室?,2016-08-21?,,,1小时?,,
7473,厚德财富,http://www.xzhdcf.com/,,1000,江苏省,徐州市,,徐州厚德资产管理有限公司,,转型?,否?,否?,"标点开提示:HTTP500错误.共18条标,20180529网站打开无标?",,,,400-005-8880?,,,,徐州市民主南路69号恩华大厦一楼厚德财富营业厅?,徐州市民主南路69号恩华科研综合楼1-701?,2017-03-01?,,,1小时?,,
7474,亚联金服,http://www.ylcfin.cn/,,3000,广东省,深圳市,前海,深圳亚联储金融服务有限公司,,正常?,否?,否?,,,,,400-653-5915?,云南?,昆明?,,云南省昆明市五华区富春街98号都市名园16楼1603/17楼1603A?,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）?,2017-04-15?,,,1小时?,91440300349910920L?,4403050020060100017000001?
7475,恒利来,http://www.hengll.com,,10000,上海市,上海市,,南洋联合信息科技有限公司,,问题平台?,否?,否?,,,,,400-897-1788|online@hengll.com?,,,,,中国（上海）自由贸易试验区罗山路1502弄13号402-B室?,2017-06-14?,2017-08-06?,跑路?,1小时?,,
7476,七巧板金融,http://www.i7qiao.com,,1000,湖南省,株洲市,攸县,七巧板金融信息服务（攸县）有限公司,,警?,否?,否?,"网站测试中,七巧板金融不止用别人家的ICP，连公安备案号都直接抄https://www.mika18.com/wdxw/ptbg/293.html?",,,,400-602-2017?,,,,,湖南省株洲市攸县联星街道永佳社区佳园组攸州互联网金融创新中心1002室?,2017-07-24?,,网站打不开?,1小时?,,
7477,胜恒信,http://www.shenghengx.com,,5000,浙江省,宁波市,,宁波胜恒信金融服务外包有限公司,,问题平台?,否?,否?,,,,,0574-63086278?,,,,浙江省宁波市慈溪市开发大道1227号香格大夏1808室?,浙江省宁波市北仑区新建路2号3幢1号221室?,2017-07-20?,,,1小时?,,
7478,极速猫理财,http://www.faster-cat.com/,,5000,浙江省,杭州市,,浙江土发金融信息服务有限公司,,问题平台?,否?,否?,网站已经无效?,,,,400-633-7998?,,,,杭州市拱墅区城西银泰c座18楼?,浙江省杭州市拱墅区丰潭路380号银泰城6幢1801室-2?,2017-07-10?,,,1小时?,,
7479,邦安金服,http://www.banganjf.com,,10000,上海市,上海市,,上海淼瑞金融信息服务有限公司,,问题平台?,否?,否?,"观察，投资进度全部为0%，但有投资记录，项目金额和投资记录对不上。2017-08-04可以打开,马甲平台?",,,,021-68480669?,,,,上海市黄埔区瑞金南路1号?,上海市崇明区绿华镇富华路79号8幢138室（上海绿华经济开发区）?,2017-08-16?,,,1小时?,,
7480,机客金服,http://www.jkjfu.com/,,1000,四川省,成都市,,四川机客金服信息技术有限公司,,问题平台?,否?,否?,218-07-16 网站打不开?,,,,028-86700592?,,,,四川省成都市高新区天府大道北段1700号环球中心N3区1315室?,成都高新区天府大道北段1700号4栋1单元13层1315号?,2017-05-22?,,,1小时?,,
7481,金字塔,http://www.jztp2p.com,,1000,湖南省,株洲市,攸县,金色桥梁互联网金融信息服务（攸县）有限公司,,问题平台?,否?,否?,,,,,400-960-6579|kefu@jztp2p.com?,,,,湖南攸县攸州互联网金融创新中心1003室?,湖南省株洲市攸县联星街道永佳社区佳园组攸州互联网金融创新中心1003室?,2017-07-15?,,,1小时?,,
7482,德晟金服,https://www.dsp2p.com/,,5000,广东省,深圳市,南山区,深圳市德晟互联网金融服务有限公司,,正常?,否?,否?,"2018-01-17：原网址 http://dsp2p.com,http://www.dsp2p.com/?",,,,400-035-9998?,广东?,深圳?,南山区?,深圳市南山区前海路前海明珠二楼?,深圳市南山区南山街道桂庙路以北、前海路以东前海明珠201-6?,2015-09-23?,,,1小时?,91440300319717935C?,4403050020110100120000022?
7483,私房钱包,http://www.sifangqianbao.com,,1000,重庆市,重庆市,,重庆融银科技有限公司,,问题平台?,否?,否?,,,,,400-666-9606|admin@sifangqianbao.com?,,,,重庆市南岸区南坪北路5号西南经济区协作大厦14层?,重庆市南岸区江南大道7号4栋14-1号?,2014-12-26?,,,1小时?,,
7484,汇泰在线,https://www.huitai188.com,,5000,广西省,南宁市,,广西南天投资有限公司,,正常?,否?,否?,,,,,4008-322-399|customer@huitai188.com?,,,,广西南宁市青秀区东葛路118号青秀万达西3栋1709?,南宁市青秀区东葛路118号南宁青秀万达广场西3栋1711号?,2017-06-23?,,,1小时?,,
7485,众力普惠,https://www.zlph8.com,,1000,安徽省,阜阳市,,阜阳市众微网络科技有限公司,,正常?,否?,否?,,,,,0558-3321558?,,,,,安徽省阜阳市颍州区阜王路619号鸿港花园6#商铺109、110号?,2017-01-10?,,,1小时?,,
7486,投米乐,https://m.toumile.com,,10000,上海市,上海市,,上海赟中资产管理有限公司,,正常?,否?,否?,,,,,400-617-6166?,,,,上海市普陀区中山北路3000号长城大厦47楼 ?,浦东新区惠南镇靖海南路63号2层204室?,2017-06-30?,,,1小时?,,
7487,交金服,http://www.jiaojinfu.com/,,10000,广东省,深圳市,龙岗区,深圳市华腾中创互联网金融服务有限公司,,正常?,否?,否?,,,,,022-23109028|jiaojinfu022@126.com?,天津?,天津?,,天津市和平区 西康路塞顿中心 3号楼 9层?,深圳市龙岗区龙城街道中心城龙城大道与龙福路交汇处正中时代大厦809H?,2017-07-12?,,,1小时?,91440300342539217C?,4403050020060100017000001?
7488,i财富,http://www.icaifu.com,,3000,广东省,深圳市,前海,深圳前海大福资本管理有限公司,,问题平台?,否?,否?,案情通报 | “i 财富”平台实际控制人及主要涉案人员已被批捕https://mp.weixin.qq.com/s/tnkldGXCb6zEMeXWfF3ugg?,,,,400-0980-095|kf@mmoc.ieska?,广东?,深圳?,福田区?,深圳市福田区福华三路时代财富大厦43D?,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）?,2017-06-07?,2018-06-21?,涉嫌非法吸收公众存款?,1小时?,91440300358219453F?,4403050020060100017000001?
7489,一枝安,http://www.yzalc.com/,,5000,浙江省,宁波市,,宁波维博信盛投资管理有限公司,,问题平台?,否?,否?,原网址：http://www.wbxsjr.com 清盘公告见第一网贷平台公告栏 网址改为http://www.yzalc.com/ 名称改为一枝安?,,,,400-185-5789?,浙江?,宁波?,鄞州区?,浙江省宁波市鄞州区慧和大厦9楼901室?,浙江省宁波市北仑区梅山保税港区成海路6号1幢1号1810-1室?,2017-06-10?,2017-08-15?,清盘公告?,1小时?,91330206MA290RKK39?,
7490,滴水贷,http://www.dishuidai.com,,5000,广东省,深圳市,福田区,深圳网赚之家金融信息服务有限公司,,正常?,否?,否?,,,,,400-9652199|dishuidai@renrunp2p.com?,广东?,深圳?,福田区?,深圳市福田区华强北街道华强北路赛格群星广场A座3708室?,深圳市福田区华强北街道华强北路赛格群星广场A座3708室?,2017-07-27?,,,1小时?,9144030032647912XW?,4403040010050100001000793?
7491,米逸金服,http://www.miyijinfu.com/,,10000,上海市,上海市,,上海荣千投资有限公司,,问题平台?,否?,否?,官网模板与之前跑路的大成永兴、建企易金等等同一个模板，只是在一些细节的地方进行了不费力气的小调整?,,,,021-60287712?,,,,上海市普陀区武宁路19号1212-1213室(丽晶阳光大厦)?,上海市普陀区武宁路19号1212-1213室?,2016-12-30?,,,1小时?,,
